datetime,open,high,low,close,volume,kline_status,raw_fractal,candidate_display,valid_fractal
2024-08-19,34.54,35.25,34.29,34.34,5921517.0,TREND_UP,TOP,,
2024-08-20,34.35,34.5,34.02,34.2,5366805.0,TREND_DOWN,,Tc,
2024-08-21,34.1,34.55,34.06,34.28,4356807.0,TREND_UP,TOP,,
2024-08-22,34.3,34.46,33.91,34.07,6100450.0,TREND_DOWN,BOTTOM,Tc,
2024-08-23,34.07,34.6,33.99,34.57,6800386.0,TREND_UP,,Bc,
2024-08-26,34.5,34.73,34.24,34.5,5520237.0,TREND_UP,TOP,,
2024-08-27,34.5,34.53,33.7,33.99,7862698.0,TREND_DOWN,,Tc,
2024-08-28,33.88,34.0,32.96,33.23,12545891.0,TREND_DOWN,BOTTOM,,
2024-08-29,33.99,35.69,33.72,35.64,31677233.0,TREND_UP,,Bc,
2024-09-02,35.62,36.94,35.62,36.25,25414652.0,TREND_UP_(M),,,
2024-09-03,36.18,37.28,36.12,37.21,17036458.0,TREND_UP,,,
2024-09-04,37.23,37.63,36.75,37.0,18931996.0,TREND_UP,TOP,,
2024-09-06,37.01,37.09,36.29,36.33,13305980.0,TREND_DOWN_(M),,Tc,
2024-09-09,36.39,36.71,36.0,36.15,9776108.0,TREND_DOWN,,,
2024-09-10,36.17,36.33,35.9,36.23,7243402.0,TREND_DOWN,BOTTOM,,
2024-09-11,36.18,36.7,36.0,36.47,7156619.0,TREND_UP,,Bc,
2024-09-12,36.47,36.75,36.11,36.29,8432501.0,TREND_UP,,,
2024-09-18,36.28,36.59,35.8,36.59,8478950.0,TREND_DOWN_(M),BOTTOM,,
2024-09-19,36.73,37.41,36.36,36.92,15181863.0,TREND_UP,,Bc,
2024-09-20,36.91,37.99,36.71,37.56,22236378.0,TREND_UP,,,
2024-09-23,37.53,38.2,37.36,37.56,12632650.0,TREND_UP,,,
2024-09-24,38.1,38.25,37.5,38.25,20985959.0,TREND_UP,,,
2024-09-26,38.89,40.57,38.47,40.56,19982705.0,TREND_UP_(M),,,
2024-09-27,41.37,43.46,41.19,42.68,54516981.00000001,TREND_UP,,,
2024-09-30,43.84,45.56,43.5,44.98,86042613.0,TREND_UP,,,
2024-10-08,49.38,49.38,43.66,44.65,141784648.0,TREND_UP,TOP,,
2024-10-11,43.89,43.89,41.0,41.73,71399304.0,TREND_DOWN_(M),,Tc,
2024-10-15,42.07,43.98,42.07,42.48,51296033.0,TREND_UP_(M),,,
2024-10-16,42.0,42.75,41.7,42.36,22687549.0,TREND_DOWN,BOTTOM,,
2024-10-18,42.4,43.1,41.95,42.52,20098005.0,TREND_UP_(M),TOP,Bc,
2024-10-21,42.53,42.73,41.88,42.3,37098605.0,TREND_DOWN,BOTTOM,Tc,
2024-10-22,42.28,43.44,42.0,43.39,31194808.0,TREND_UP,,Bc,
2024-10-23,43.39,44.1,43.14,43.3,31415643.0,TREND_UP,TOP,,
2024-10-24,43.05,43.58,42.93,43.15,15838792.0,TREND_DOWN,BOTTOM,Tc,
2024-10-25,43.16,44.05,43.15,43.4,23504663.0,TREND_UP,TOP,Bc,
2024-10-29,43.49,43.49,42.6,43.05,24251061.0,TREND_DOWN_(M),BOTTOM,Tc,
2024-10-30,44.3,44.99,43.69,44.21,49328970.0,TREND_UP,,Bc,
2024-10-31,44.3,44.95,43.4,44.66,32359653.0,TREND_DOWN,BOTTOM,,
2024-11-01,44.5,45.6,44.47,45.33,36841410.0,TREND_UP,,Bc,
2024-11-05,45.36,46.3,45.36,46.09,29752917.0,TREND_UP_(M),,,
2024-11-06,46.18,46.18,45.3,45.65,29926244.0,TREND_DOWN,,,
2024-11-07,44.0,44.76,43.74,44.74,33257547.0,TREND_DOWN,BOTTOM,,
2024-11-08,44.92,45.49,44.6,44.92,32313493.0,TREND_UP,TOP,Bc,
2024-11-11,44.48,44.56,43.43,44.39,29913759.0,TREND_DOWN,BOTTOM,Tc,
2024-11-12,44.56,46.09,44.4,44.65,33867566.0,TREND_UP,,Bc,
2024-11-13,44.48,45.16,44.04,45.04,22607160.0,TREND_DOWN,,,
2024-11-14,44.72,44.8,43.9,44.0,21445354.0,TREND_DOWN,,,
2024-11-15,43.75,44.0,42.87,42.92,25919148.0,TREND_DOWN,,,
2024-11-18,42.92,43.28,42.25,42.32,19671771.0,TREND_DOWN,,,
2024-11-19,42.3,42.97,41.81,42.32,23848629.0,TREND_DOWN,,,
2024-11-20,42.5,42.6,41.7,42.03,21063741.0,TREND_DOWN,,,
2024-11-22,42.21,42.26,41.11,41.16,18573730.0,TREND_DOWN_(M),,,
2024-11-25,41.7,42.3,41.39,42.0,27324717.0,TREND_UP,,,
2024-11-26,42.01,42.67,41.5,42.07,20385084.0,TREND_UP,TOP,,
2024-11-28,41.65,42.06,40.7,41.05,23664862.0,TREND_DOWN_(M),,Tc,
2024-11-29,41.0,41.28,40.51,41.22,23481961.0,TREND_DOWN,,,
2024-12-03,40.98,41.57,40.72,41.09,27349540.0,TREND_UP_(M),TOP,,
2024-12-04,41.0,41.0,40.38,40.51,21526178.0,TREND_DOWN,,Tc,
2024-12-05,40.31,40.46,40.09,40.22,12955398.0,TREND_DOWN,BOTTOM,,
2024-12-06,40.3,40.86,40.15,40.58,19799646.0,TREND_UP,,Bc,
2024-12-09,40.58,41.21,40.25,40.83,19787895.0,TREND_UP,,,
2024-12-10,42.18,42.68,41.25,41.34,32923748.0,TREND_UP,,,
2024-12-13,41.34,42.15,40.86,41.54,16128042.0,TREND_DOWN_(M),,,
2024-12-16,41.48,41.51,40.0,40.2,24968714.0,TREND_DOWN,,,
2024-12-17,40.0,40.45,39.85,40.39,13840045.0,TREND_DOWN,BOTTOM,,
2024-12-23,40.44,41.28,40.25,40.65,13254455.0,TREND_UP_(M),,Bc,
2024-12-24,40.6,41.45,40.51,41.2,19417661.0,TREND_UP,,,
2024-12-25,41.18,41.21,40.49,40.7,16700717.0,TREND_DOWN,,,
2024-12-27,40.7,40.75,40.19,40.65,15108070.0,TREND_DOWN_(M),BOTTOM,,
2024-12-30,40.61,41.76,40.51,40.87,24570671.0,TREND_UP,TOP,Bc,
2024-12-31,40.77,40.87,40.21,40.3,19460595.0,TREND_DOWN,,Tc,
2025-01-02,40.3,40.33,38.89,39.08,18964093.0,TREND_DOWN,,,
2025-01-03,39.08,39.94,38.86,39.45,20772247.0,TREND_DOWN,BOTTOM,,
2025-01-06,39.88,40.05,39.27,39.71,14633069.0,TREND_UP,,Bc,
2025-01-07,39.63,40.28,39.35,40.24,16064032.0,TREND_UP,,,
2025-01-08,40.09,40.13,39.32,39.88,13700094.0,TREND_DOWN,,,
2025-01-09,39.61,40.04,39.25,39.8,9315937.0,TREND_DOWN,,,
2025-01-10,39.8,39.94,39.19,39.19,12682700.0,TREND_DOWN,,,
2025-01-13,38.8,39.4,38.75,39.39,12393725.0,TREND_DOWN,BOTTOM,,
2025-01-14,39.45,40.56,39.25,40.5,18189131.0,TREND_UP,,Bc,
2025-01-15,40.53,40.88,40.2,40.6,13497365.0,TREND_UP,TOP,,
2025-01-16,40.72,40.82,39.39,39.41,19831696.0,TREND_DOWN,,Tc,
2025-01-17,39.37,39.9,39.05,39.71,10891669.0,TREND_DOWN,,,
2025-01-20,39.98,40.24,39.5,39.52,14293743.0,TREND_UP,TOP,,
2025-01-21,39.6,39.8,38.99,39.06,16027804.0,TREND_DOWN,,Tc,
2025-01-22,39.01,39.06,38.53,38.96,15278415.0,TREND_DOWN,,,
2025-01-23,39.21,39.52,38.63,38.65,19039495.0,TREND_UP,TOP,,
2025-01-24,38.75,38.9,38.43,38.53,20118761.0,TREND_DOWN,BOTTOM,Tc,
2025-02-05,38.65,39.65,38.65,39.31,24497414.0,TREND_UP_(M),,Bc,
2025-02-06,39.1,40.19,39.1,40.15,18939343.0,TREND_UP,,,
2025-02-11,40.13,40.75,40.13,40.42,20058101.0,TREND_UP_(M),,,
2025-02-13,40.48,40.56,39.87,40.31,15721046.0,TREND_DOWN_(M),,,
2025-02-17,40.35,40.9,40.2,40.33,16769888.0,TREND_UP_(M),,,
2025-02-18,40.34,40.45,39.75,40.4,24207881.0,TREND_DOWN,BOTTOM,,
2025-02-19,40.16,41.64,40.1,41.25,45372472.0,TREND_UP,,Bc,
2025-02-24,41.3,42.99,41.3,41.54,36552017.0,TREND_UP_(M),TOP,,
2025-02-25,41.3,41.35,40.83,40.89,18203685.0,TREND_DOWN,,Tc,
2025-02-26,41.0,41.16,40.52,40.74,20022993.0,TREND_DOWN,BOTTOM,,
2025-02-27,40.8,41.87,40.53,41.65,35059082.0,TREND_UP,,Bc,
2025-02-28,41.68,42.29,41.54,41.72,33791261.0,TREND_UP,,,
2025-03-03,41.72,42.67,41.71,42.12,26451164.0,TREND_UP,,,
2025-03-04,42.0,42.28,41.6,41.82,15223442.0,TREND_DOWN,BOTTOM,,
2025-03-05,41.88,42.5,41.65,42.2,21820338.0,TREND_UP,,Bc,
2025-03-06,42.41,42.72,42.02,42.37,23900633.0,TREND_UP,TOP,,
2025-03-07,42.25,42.58,41.96,42.14,15033058.0,TREND_DOWN,,Tc,
2025-03-11,42.14,42.44,41.62,42.33,19113722.0,TREND_DOWN_(M),BOTTOM,,
2025-03-12,42.33,43.19,41.86,43.04,33051902.0,TREND_UP,,Bc,
2025-03-13,42.8,43.65,42.71,43.65,34441669.0,TREND_UP,,,
2025-03-14,43.8,44.2,43.34,44.1,35679647.0,TREND_UP,,,
2025-03-17,44.4,44.45,43.5,43.66,21064999.0,TREND_UP,TOP,,
2025-03-18,43.66,43.77,43.44,43.5,14009897.0,TREND_DOWN,,Tc,
2025-03-19,43.44,43.66,43.25,43.5,12744324.0,TREND_DOWN,,,
2025-03-21,43.4,43.44,42.51,42.73,13782547.0,TREND_DOWN_(M),,,
2025-03-24,42.65,43.21,42.33,42.52,14565650.0,TREND_DOWN,,,
2025-03-25,42.63,42.75,42.13,42.3,10793857.0,TREND_DOWN,,,
2025-03-27,42.24,42.46,41.92,42.33,12099490.0,TREND_DOWN_(M),,,
2025-03-28,42.22,42.33,41.8,42.04,10455661.0,TREND_DOWN,BOTTOM,,
2025-03-31,42.23,43.93,42.15,43.12,33797276.0,TREND_UP,,Bc,
2025-04-02,43.12,44.05,43.12,43.32,20944019.0,TREND_UP_(M),,,
2025-04-03,42.6,43.53,42.58,43.42,17763115.0,TREND_DOWN,,,
2025-04-09,41.46,41.46,39.28,40.86,46120600.0,TREND_DOWN_(M),BOTTOM,,
2025-04-11,41.39,42.65,41.39,41.88,29563371.0,TREND_UP_(M),,Bc,
2025-04-15,41.98,42.79,41.98,42.23,17832356.0,TREND_UP_(M),,,
2025-04-16,42.0,42.4,41.66,42.27,16661597.0,TREND_DOWN,BOTTOM,,
2025-04-17,42.0,42.51,41.71,42.36,11605900.0,TREND_UP,,Bc,
2025-04-21,42.36,43.35,42.36,42.84,17911841.0,TREND_UP_(M),,,
2025-04-28,42.84,43.67,42.84,43.22,17622110.0,TREND_UP_(M),,,
2025-04-29,43.11,43.55,42.05,43.36,15617888.0,TREND_DOWN,BOTTOM,,
2025-05-09,43.33,44.26,43.33,43.67,16685432.0,TREND_UP_(M),,Bc,
2025-05-14,44.0,44.0,43.02,43.99,15428050.0,TREND_DOWN_(M),,,
2025-05-15,43.9,44.18,43.76,43.78,13827325.0,TREND_UP,TOP,,
2025-05-16,43.68,43.97,43.12,43.15,8918053.0,TREND_DOWN,,Tc,
2025-05-19,43.17,43.33,42.78,43.0,9960608.0,TREND_DOWN,BOTTOM,,
2025-05-20,42.95,46.09,42.91,45.85,50039866.0,TREND_UP,,Bc,
2025-05-22,46.16,46.7,45.85,46.25,27442616.0,TREND_UP_(M),TOP,,
2025-05-23,46.2,46.56,45.5,45.63,14567009.0,TREND_DOWN,,Tc,
2025-05-26,45.62,46.04,44.95,45.62,20307117.0,TREND_DOWN,,,
2025-05-27,45.4,46.09,45.2,45.37,13742175.0,TREND_UP,,,
2025-05-30,45.36,47.2,45.36,46.15,21205425.0,TREND_UP_(M),,,
2025-06-03,45.9,48.07,45.85,47.92,40038176.0,TREND_UP,,,
2025-06-04,47.8,48.18,47.15,47.25,19837664.0,TREND_UP,,,
2025-06-05,47.27,48.2,47.27,47.38,17605696.0,TREND_UP,TOP,,
2025-06-06,47.5,47.65,46.81,46.9,13160700.0,TREND_DOWN,,Tc,
2025-06-09,46.97,47.23,46.47,46.78,14808415.0,TREND_DOWN,,,
2025-06-10,46.76,47.16,46.24,46.44,13156122.0,TREND_DOWN,BOTTOM,,
2025-06-11,46.6,47.58,46.45,46.9,18356724.0,TREND_UP,,Bc,
2025-06-12,46.77,48.99,46.67,48.78,32524392.0,TREND_UP,,,
2025-06-13,48.4,49.29,48.2,48.99,23076528.0,TREND_UP,,,
2025-06-16,48.95,50.17,48.56,49.8,27052679.0,TREND_UP,,,
2025-06-18,50.1,50.5,49.6,50.15,19556942.0,TREND_UP_(M),TOP,,
2025-06-19,50.0,50.1,48.97,49.16,20056380.0,TREND_DOWN,BOTTOM,Tc,
2025-06-25,49.44,51.13,49.44,50.29,30604857.0,TREND_UP_(M),TOP,Bc,
2025-06-30,48.8,49.21,47.5,48.76,38455479.0,TREND_DOWN_(M),BOTTOM,Tc,
2025-07-01,48.77,49.66,48.74,49.2,13050680.0,TREND_UP,TOP,Bc,
2025-07-02,49.45,49.46,48.2,48.27,16169397.0,TREND_DOWN,,Tc,
2025-07-07,48.24,48.24,47.19,47.76,26167729.0,TREND_DOWN_(M),,,
2025-07-08,47.77,47.88,47.18,47.73,17626529.0,TREND_DOWN,,,
2025-07-09,47.7,48.15,47.51,47.67,12288403.0,TREND_UP,,,
2025-07-10,47.74,48.98,47.71,48.15,27464645.0,TREND_UP,TOP,,
2025-07-11,48.26,48.6,47.25,47.35,24148957.0,TREND_DOWN,,Tc,
2025-07-14,47.12,47.77,47.12,47.48,14430102.0,TREND_DOWN,,,
2025-07-15,47.58,47.63,46.79,46.96,17725544.0,TREND_DOWN,,,
2025-07-16,46.97,47.18,46.61,47.04,13591583.0,TREND_DOWN,,,
2025-07-17,46.64,46.91,46.29,46.36,19147669.0,TREND_DOWN,BOTTOM,,
2025-07-18,46.37,47.86,46.35,47.71,24570655.0,TREND_UP,,Bc,
2025-07-21,47.75,48.28,47.43,47.6,14363522.0,TREND_UP,,,
2025-07-22,47.55,47.8,46.94,47.76,17647988.0,TREND_DOWN,,,
2025-07-23,47.85,47.97,47.0,47.63,19890032.0,TREND_UP,,,
2025-07-25,47.6,48.87,47.43,47.95,15578941.0,TREND_UP_(M),TOP,,
2025-07-28,48.0,48.22,47.36,47.58,14110999.0,TREND_DOWN,,Tc,
2025-07-29,47.42,47.64,46.95,47.49,16038986.0,TREND_DOWN,BOTTOM,,
2025-07-30,47.66,48.54,47.5,47.68,22037502.0,TREND_UP,TOP,Bc,
2025-07-31,47.36,47.66,45.9,46.0,25678684.0,TREND_DOWN,,Tc,
2025-08-04,46.13,46.49,45.8,46.44,21879886.0,TREND_DOWN_(M),,,
2025-08-06,46.44,46.68,46.25,46.42,11353667.0,TREND_UP_(M),,,
2025-08-07,46.54,47.32,46.43,47.12,20166567.0,TREND_UP,,,
2025-08-08,47.07,47.83,46.87,47.58,18370893.0,TREND_UP,,,
2025-08-11,47.5,47.58,46.81,47.1,16216942.0,TREND_DOWN,,,
2025-08-12,47.08,47.2,46.69,46.88,12775951.0,TREND_DOWN,,,
2025-08-13,46.95,47.1,46.41,46.8,19535425.0,TREND_DOWN,,,
2025-08-14,46.8,47.19,46.65,46.7,14933023.0,TREND_UP,,,
2025-08-18,46.6,46.78,45.9,46.78,19712759.0,TREND_DOWN_(M),BOTTOM,,
2025-08-20,46.74,48.12,46.38,48.0,25068301.0,TREND_UP_(M),,Bc,
2025-08-22,48.0,48.55,47.68,47.92,21461724.0,TREND_UP_(M),,,
2025-08-25,48.21,48.6,47.79,48.34,21809703.0,TREND_UP,,,
2025-08-26,48.3,49.6,48.18,48.96,30453595.0,TREND_UP,TOP,,
2025-08-27,48.93,49.02,47.82,47.91,24023404.0,TREND_DOWN,,Tc,
2025-08-28,47.78,48.42,47.51,48.4,19502584.0,TREND_DOWN,,,
2025-08-29,47.92,47.92,43.88,44.57,166895272.0,TREND_DOWN,,,
2025-09-01,44.57,44.58,42.67,42.8,141435987.0,TREND_DOWN,,,
2025-09-03,42.8,42.8,41.68,42.03,79509012.0,TREND_DOWN_(M),,,
2025-09-04,42.17,42.24,41.59,41.72,54830802.0,TREND_DOWN,,,
2025-09-05,41.78,42.07,41.47,42.02,45423026.0,TREND_DOWN,BOTTOM,,
2025-09-09,42.02,42.73,42.0,42.08,57425338.0,TREND_UP_(M),,Bc,
2025-09-10,42.09,42.18,41.88,42.08,26725036.0,TREND_DOWN,,,
2025-09-11,41.84,41.96,41.58,41.94,47685665.0,TREND_DOWN,,,
2025-09-12,41.94,41.98,41.6,41.72,37666755.0,TREND_UP,TOP,,
2025-09-15,41.72,41.89,41.54,41.66,33068624.0,TREND_DOWN,,Tc,
2025-09-16,41.3,41.46,41.11,41.19,31415759.0,TREND_DOWN,,,
2025-09-17,41.19,41.3,40.86,41.07,38780466.0,TREND_DOWN,,,
2025-09-18,40.9,41.07,40.42,40.53,38143920.0,TREND_DOWN,BOTTOM,,
2025-09-19,40.54,41.29,40.53,41.08,39848132.0,TREND_UP,TOP,Bc,
2025-09-22,40.88,40.98,40.17,40.32,39299727.0,TREND_DOWN,,Tc,
2025-09-23,40.18,40.37,39.71,40.06,38801915.0,TREND_DOWN,,,
2025-09-25,40.06,40.58,39.99,40.08,32224801.0,TREND_UP_(M),,,
2025-09-26,40.0,40.12,39.58,40.07,38139089.0,TREND_DOWN,,,
2025-09-29,39.99,40.17,39.64,39.99,30711747.0,TREND_UP,,,
2025-10-09,40.0,40.61,39.9,40.45,33559919.0,TREND_UP_(M),,,
2025-10-10,40.45,41.4,40.35,41.17,57081132.99999999,TREND_UP,,,
2025-10-13,40.37,41.19,40.2,41.0,37914872.0,TREND_DOWN,,,
2025-10-16,41.01,41.25,40.66,40.85,37828034.0,TREND_UP_(M),TOP,,
2025-10-22,40.7,40.7,40.06,40.18,30564365.0,TREND_DOWN_(M),,Tc,
2025-10-24,40.13,40.17,39.73,39.88,28438777.0,TREND_DOWN_(M),BOTTOM,,
2025-10-28,40.0,40.68,40.0,40.46,36842333.0,TREND_UP_(M),,Bc,
2025-10-29,40.47,40.78,40.2,40.75,25365279.0,TREND_UP,,,
2025-10-30,40.8,41.37,40.6,40.93,40821724.0,TREND_UP,TOP,,
