datetime,open,high,low,close,volume,kline_status,raw_fractal,candidate_display,valid_fractal
2025-11-11,82.62,84.1,79.59,79.76,26218830.0,TREND_DOWN_(M),,Tc,
2025-11-12,78.87,80.76,77.82,79.6,21520390.0,TREND_DOWN,BOTTOM,,
2025-11-14,79.62,81.18,78.61,78.61,19355133.0,TREND_UP_(M),TOP,Bc,
2025-11-17,79.0,79.66,76.35,77.0,22117642.0,TREND_DOWN,BOTTOM,Tc,
2025-11-20,76.6,80.88,76.6,77.35,34084467.0,TREND_UP_(M),TOP,Bc,
2025-11-21,75.61,76.97,73.6,73.6,21027265.0,TREND_DOWN,,Tc,
2025-11-24,74.0,75.35,72.93,73.62,20063677.0,TREND_DOWN,BOTTOM,,
2025-11-25,74.78,77.34,74.6,75.73,21831203.0,TREND_UP,,Bc,
2025-11-26,75.09,78.16,74.88,77.0,23395372.0,TREND_UP,,,
2025-12-01,77.6,79.41,75.79,79.41,20034431.0,TREND_UP_(M),,,
2025-12-02,79.02,80.12,78.11,78.68,18362910.0,TREND_UP,,,
2025-12-03,78.82,85.35,78.82,81.81,53875749.0,TREND_UP,,,
2025-12-08,82.5,88.81,82.5,87.82,63285012.0,TREND_UP_(M),,,
2025-12-09,86.6,88.98,85.01,87.12,34362004.0,TREND_UP,,,
2025-12-10,86.1,90.5,86.1,90.0,43295555.0,TREND_UP,,,
2025-12-12,90.6,95.0,88.53,93.5,32810529.0,TREND_UP_(M),TOP,,
2025-12-15,93.03,93.4,87.3,88.8,38262464.0,TREND_DOWN,,Tc,
2025-12-16,89.5,89.9,86.0,87.56,31136108.0,TREND_DOWN,BOTTOM,,
2025-12-17,87.38,90.39,86.18,89.98,27205350.0,TREND_UP,,Bc,
2025-12-18,88.97,90.41,87.85,88.49,18863509.0,TREND_UP,TOP,,
2025-12-19,89.0,89.99,86.8,87.25,19942207.0,TREND_DOWN,BOTTOM,Tc,
2025-12-22,87.64,95.23,87.63,94.57,40665591.0,TREND_UP,,Bc,
2025-12-23,94.37,98.2,94.29,97.09,35103119.0,TREND_UP,,,
2025-12-24,97.09,99.89,94.91,98.79,32607759.0,TREND_UP,,,
2025-12-29,99.9,109.66,99.9,106.01,54594803.0,TREND_UP_(M),,,
