datetime,open,high,low,close,volume,kline_status,raw_fractal,candidate_display,valid_fractal
2025-08-26,50.74,52.01,50.21,50.94,33419675.0,TREND_DOWN,BOTTOM,Tc,
2025-08-27,51.13,61.13,50.73,59.59,126532140.0,TREND_UP,,Bc,
2025-09-01,60.01,62.5,58.43,62.5,95350434.0,TREND_UP_(M),,,
2025-09-03,63.43,63.51,58.55,59.36,54932429.0,TREND_UP_(M),TOP,,
2025-09-10,59.75,59.75,53.36,56.45,56655606.00000001,TREND_DOWN_(M),BOTTOM,Tc,
2025-09-11,56.03,59.85,55.61,59.1,38791765.0,TREND_UP,,Bc,
2025-09-12,60.81,62.76,59.55,61.19,47316330.0,TREND_UP,TOP,,
2025-09-16,62.21,62.21,58.74,59.72,33759079.0,TREND_DOWN_(M),BOTTOM,Tc,
2025-09-17,60.01,65.1,59.8,64.75,48981176.0,TREND_UP,,Bc,
2025-09-22,66.75,68.88,64.0,66.89,56638185.0,TREND_UP_(M),,,
2025-09-23,80.27,80.27,77.88,80.27,53037424.0,TREND_UP,,,
2025-09-24,87.02,96.32,86.22,96.32,123924507.0,TREND_UP,,,
2025-09-25,97.73,99.5,92.4,94.59,111816886.0,TREND_UP,TOP,,
2025-09-26,94.13,96.66,90.11,95.6,110585252.0,TREND_DOWN,BOTTOM,Tc,
2025-09-29,95.0,106.99,94.55,104.12,111226172.0,TREND_UP,,Bc,
2025-09-30,104.0,107.66,98.01,99.62,94031734.0,TREND_UP,TOP,,
2025-10-09,101.2,102.59,95.0,95.54,81266638.0,TREND_DOWN,,Tc,
2025-10-10,94.51,98.76,93.51,94.75,64597575.0,TREND_DOWN,,,
2025-10-13,92.01,95.51,90.96,92.26,58747418.99999999,TREND_DOWN,,,
2025-10-14,93.5,93.96,83.6,83.93,78044126.0,TREND_DOWN,,,
2025-10-15,84.03,85.37,83.12,84.78,49718190.0,TREND_DOWN,BOTTOM,,
2025-10-16,84.0,87.45,83.44,85.0,47788048.0,TREND_UP,TOP,Bc,
2025-10-17,85.0,85.51,82.44,82.83,36398859.0,TREND_DOWN,,Tc,
2025-10-21,84.6,85.01,81.02,84.87,37218822.0,TREND_DOWN_(M),BOTTOM,,
2025-10-22,83.4,87.27,82.51,85.3,47620667.0,TREND_UP,TOP,Bc,
2025-10-23,83.73,84.25,81.52,83.43,30077860.0,TREND_DOWN,BOTTOM,Tc,
2025-10-24,84.8,88.8,84.03,88.62,64777200.0,TREND_UP,,Bc,
2025-10-27,90.48,92.89,89.11,90.81,69962662.0,TREND_UP,TOP,,
2025-10-29,89.14,92.52,86.85,92.52,51144905.0,TREND_DOWN_(M),BOTTOM,Tc,
2025-10-30,92.3,93.78,88.0,88.0,53579507.99999999,TREND_UP,TOP,Bc,
2025-10-31,89.76,89.78,83.32,83.6,43033830.0,TREND_DOWN,,Tc,
2025-11-04,82.65,83.0,78.88,81.31,46042360.0,TREND_DOWN_(M),,,
2025-11-05,79.0,80.98,78.72,79.88,25262457.0,TREND_DOWN,BOTTOM,,
2025-11-06,81.01,84.17,79.91,83.26,39946357.0,TREND_UP,,Bc,
2025-11-07,82.02,84.46,81.6,82.94,25214677.0,TREND_UP,TOP,,
